test_idx,seed,n_iter,batch_size,n_units_hidden,flowmiagan_auc,domias_auc,dcr_auc,accuracy,precision,recall,f1-score
159,100,100,50,128,0.199451325,0.696599605,0.8155591799999999,0.9985384615384615,0.9982379362812527,0.9981556064911135,0.9981967606974197
160,100,100,100,32,0.5681702900000001,0.7037782499999999,0.7378212199999999,0.9964615384615385,0.9962069345089117,0.9950563789116511,0.9956295627949094
161,100,100,100,64,0.24191706000000002,0.254630295,0.71307941,0.9965384615384615,0.9970924828112758,0.9943665180112372,0.9957178155832116
162,100,100,100,128,0.598369805,0.61241734,0.8070437899999999,0.9977692307692307,0.9974526895495306,0.9970413988663862,0.9972467770878484
163,100,100,500,32,0.52857095,0.25798522,0.7028329600000001,0.8302307692307692,0.9040286254932626,0.6994833146108804,0.7322932253484081
164,100,100,500,64,0.41147418999999996,0.176030515,0.78346454,0.9923076923076923,0.9934810337906921,0.9875362220407484,0.9904529067594154
165,100,100,500,128,0.6055410849999999,0.307150965,0.78566803,0.9976153846153846,0.9973448790052499,0.9967689935272415,0.997056412610606
166,100,100,1000,32,0.43297271000000004,0.115351655,0.8500909999999999,0.7176153846153847,0.3588076923076923,0.5,0.4177974830937346
167,100,100,1000,64,0.58971847,0.711032495,0.77081752,0.9971538461538462,0.9965294631305653,0.9964474156517993,0.9964884287265541
168,100,100,1000,128,0.226371165,0.29980023,0.7459606900000001,0.9956923076923077,0.9960010191201274,0.9933639267879334,0.9946715033021308
169,100,150,50,32,0.61988871,0.83789377,0.76906558,0.9989230769230769,0.9982627004989237,0.999084438909971,0.9986725027530251
170,100,150,50,64,0.6056225749999999,0.22378346999999998,0.7856821500000001,0.9981538461538462,0.9973963575542593,0.9980528376422423,0.9977239153033868
171,100,150,50,128,0.45389652500000005,0.35357229000000007,0.78840548,0.9977692307692307,0.9977825499613204,0.9967109734383917,0.997244952762596
172,100,150,100,32,0.5673402999999999,0.27695675500000005,0.7757403399999999,0.991,0.9925775321950827,0.985220776658019,0.9888138727041218
173,100,150,100,64,0.540713785,0.37637622,0.78554611,0.9983846153846154,0.9978843805769624,0.9981310202229647,0.998007604310216
174,100,150,100,128,0.55064533,0.62794299,0.8110894500000001,0.9976153846153846,0.9976751717949102,0.996438568099247,0.9970544611351897
175,100,150,500,32,0.31261335,0.7530196100000001,0.79288727,0.9306923076923077,0.9558227534860309,0.8773640010723351,0.9070439253205197
176,100,150,500,64,0.54875845,0.32938952000000005,0.73283363,0.9957692307692307,0.9957219020605406,0.9938305548855002,0.9947705721650106
177,100,150,500,128,0.57785014,0.269481925,0.8031115799999999,0.9981538461538462,0.9972343478827368,0.9982180503562396,0.9977246653077474
178,100,150,1000,32,0.549497295,0.69216704,0.79289257,0.9415384615384615,0.959418699793795,0.8983859173360025,0.9230515308010081
179,100,150,1000,64,0.609489385,0.4389545,0.75205454,0.9954615384615385,0.9955066197240605,0.9932857442072109,0.9943883841747312
180,100,150,1000,128,0.49567252,0.19955731,0.76144068,0.9986153846153846,0.9980464501409555,0.9985396282316816,0.9982926549373325
181,100,200,50,32,0.443883065,0.15961697,0.7648169800000001,0.9965384615384615,0.996014745942831,0.9954404006522194,0.9957270505637827
182,100,200,50,64,0.5098268899999999,0.350570055,0.77026368,0.9978461538461538,0.9975066116399633,0.9971776015359585,0.9973419356474442
183,100,200,50,128,0.61682253,0.36616338,0.7873584299999998,0.9979230769230769,0.9976426455861056,0.9972311978485322,0.9974366545300657
184,100,200,100,32,0.459184415,0.174200265,0.75637206,0.9976153846153846,0.9976751717949102,0.996438568099247,0.9970544611351897
185,100,200,100,64,0.5373881,0.390078505,0.7602828799999999,0.9981538461538462,0.9977224122142477,0.9977224122142477,0.9977224122142477
186,100,200,100,128,0.585760695,0.32926742500000006,0.81459267,0.9976923076923077,0.9975634744804187,0.9967399834828166,0.9971506594513766
187,100,200,500,32,0.51417978,0.20899303000000002,0.6499632399999999,0.9728461538461538,0.9807521488132305,0.952746521210956,0.9655242149792755
188,100,200,500,64,0.579483745,0.30152662999999996,0.74772518,0.9973846153846154,0.9976806908686146,0.9958647473765327,0.9967675313885866
189,100,200,500,128,0.562826585,0.68682402,0.7975181699999999,0.9979230769230769,0.9975605449477671,0.9973138042055307,0.9974370784318036
190,100,200,1000,32,0.44504372499999995,0.7238413349999999,0.75867152,0.9302307692307692,0.9496365329676562,0.8801814647628408,0.907211819849596
191,100,200,1000,64,0.56282188,0.16085723,0.7303871799999999,0.9976923076923077,0.9969087827948292,0.9974008343388057,0.9971544248955543
192,100,200,1000,128,0.394920225,0.353774865,0.7890200599999999,0.9980769230769231,0.9976684452310235,0.9975862095446755,0.9976273167071312
